Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path
4991 Main St,San Jose,CA,95144,2333000,4,3,2774,Single Family,property_images/single_family_images/single_family_16.jpg
7612 Main St,San Jose,CA,95153,1772000,6,4,4734,Apartment,property_images/apartment_images/apartment_23.jpg
7451 Main St,San Jose,CA,95113,1967000,5,4,4042,Apartment,property_images/apartment_images/apartment_24.jpg
5974 Main St,San Jose,CA,95146,2536000,2,3,2699,Single Family,property_images/single_family_images/single_family_17.jpg
2596 Main St,San Jose,CA,95113,1652000,5,4,4394,Single Family,property_images/single_family_images/single_family_18.jpg
2415 Main St,San Jose,CA,95194,1870000,2,1,4392,Apartment,property_images/apartment_images/apartment_25.jpg
434 Main St,San Jose,CA,95164,640000,6,3,2546,Apartment,property_images/apartment_images/apartment_26.jpg
6245 Main St,San Jose,CA,95184,1772000,1,2,4116,Single Family,property_images/single_family_images/single_family_19.jpg
6595 Main St,San Jose,CA,95180,605000,4,3,820,Single Family,property_images/single_family_images/single_family_20.jpg
5444 Main St,San Jose,CA,95197,1179000,2,4,2344,Single Family,property_images/single_family_images/single_family_21.jpg
9323 Main St,San Jose,CA,95171,2624000,1,2,4050,Apartment,property_images/apartment_images/apartment_27.jpg
3922 Main St,San Jose,CA,95137,1428000,3,2,3263,Apartment,property_images/apartment_images/apartment_28.jpg
5510 Main St,San Jose,CA,95117,914000,3,4,1122,Single Family,property_images/single_family_images/single_family_22.jpg
6582 Main St,San Jose,CA,95141,959000,3,2,3790,Apartment,property_images/apartment_images/apartment_29.jpg
1652 Main St,San Jose,CA,95116,2529000,3,4,1910,Single Family,property_images/single_family_images/single_family_23.jpg
6322 Main St,San Jose,CA,95173,2237000,1,4,1668,Single Family,property_images/single_family_images/single_family_24.jpg
7067 Main St,San Jose,CA,95112,2509000,1,3,3275,Apartment,property_images/apartment_images/apartment_30.jpg
2599 Main St,San Jose,CA,95170,2270000,2,2,1360,Apartment,property_images/apartment_images/apartment_31.jpg
9669 Main St,San Jose,CA,95142,1634000,5,2,4205,Apartment,property_images/apartment_images/apartment_32.jpg
1204 Main St,San Jose,CA,95142,989000,1,4,4314,Single Family,property_images/single_family_images/single_family_25.jpg
7674 Main St,San Jose,CA,95120,2615000,6,3,1382,Single Family,property_images/single_family_images/single_family_26.jpg
6562 Main St,San Jose,CA,95125,2946000,5,3,3368,Single Family,property_images/single_family_images/single_family_27.jpg
1381 Main St,San Jose,CA,95119,2574000,5,2,2904,Single Family,property_images/single_family_images/single_family_28.jpg
7589 Main St,San Jose,CA,95116,1990000,6,2,4047,Single Family,property_images/single_family_images/single_family_29.jpg
9542 Main St,San Jose,CA,95156,1725000,1,1,4939,Apartment,property_images/apartment_images/apartment_33.jpg
2785 Main St,San Jose,CA,95147,794000,2,4,3775,Single Family,property_images/single_family_images/single_family_30.jpg
7240 Main St,San Jose,CA,95146,2018000,1,4,837,Apartment,property_images/apartment_images/apartment_34.jpg
8709 Main St,San Jose,CA,95192,557000,5,3,4216,Apartment,property_images/apartment_images/apartment_35.jpg
7274 Main St,San Jose,CA,95172,1083000,5,4,2233,Apartment,property_images/apartment_images/apartment_36.jpg
8014 Main St,San Jose,CA,95112,2902000,5,4,3914,Apartment,property_images/apartment_images/apartment_37.jpg
9678 Main St,San Jose,CA,95140,1105000,4,2,3400,Single Family,property_images/single_family_images/single_family_31.jpg
2099 Main St,San Jose,CA,95198,1165000,1,2,2160,Single Family,property_images/single_family_images/single_family_32.jpg
2804 Main St,San Jose,CA,95197,817000,5,3,2209,Single Family,property_images/single_family_images/single_family_33.jpg
9531 Main St,San Jose,CA,95198,2311000,4,1,2775,Apartment,property_images/apartment_images/apartment_38.jpg
4806 Main St,San Jose,CA,95187,735000,1,3,810,Single Family,property_images/single_family_images/single_family_34.jpg
9277 Main St,San Jose,CA,95176,1841000,1,1,956,Apartment,property_images/apartment_images/apartment_39.jpg
2072 Main St,San Jose,CA,95175,2996000,4,1,1973,Apartment,property_images/apartment_images/apartment_40.jpg
1554 Main St,San Jose,CA,95110,1861000,4,3,2220,Apartment,property_images/apartment_images/apartment_41.jpg
8648 Main St,San Jose,CA,95157,2724000,4,4,2131,Apartment,property_images/apartment_images/apartment_42.jpg
7685 Main St,San Jose,CA,95186,1346000,2,4,3109,Single Family,property_images/single_family_images/single_family_35.jpg
772 Main St,San Jose,CA,95185,2342000,3,1,3666,Apartment,property_images/apartment_images/apartment_43.jpg
6130 Main St,San Jose,CA,95197,2017000,2,3,1209,Apartment,property_images/apartment_images/apartment_44.jpg
4608 Main St,San Jose,CA,95151,2846000,1,1,822,Apartment,property_images/apartment_images/apartment_45.jpg
3279 Main St,San Jose,CA,95198,1453000,3,3,4945,Single Family,property_images/single_family_images/single_family_36.jpg
2953 Main St,San Jose,CA,95179,1143000,3,3,3279,Apartment,property_images/apartment_images/apartment_46.jpg
1331 Main St,San Jose,CA,95178,2774000,6,4,1960,Single Family,property_images/single_family_images/single_family_37.jpg
8454 Main St,San Jose,CA,95113,1134000,3,2,4649,Apartment,property_images/apartment_images/apartment_47.jpg
7975 Main St,San Jose,CA,95149,2871000,3,3,3960,Apartment,property_images/apartment_images/apartment_48.jpg
9179 Main St,San Jose,CA,95141,1086000,1,1,3853,Single Family,property_images/single_family_images/single_family_38.jpg
9324 Main St,San Jose,CA,95157,1563000,6,4,4228,Apartment,property_images/apartment_images/apartment_49.jpg
1563 Main St,San Jose,CA,95186,599000,1,3,4114,Single Family,property_images/single_family_images/single_family_39.jpg
6626 Main St,San Jose,CA,95175,2754000,6,3,4507,Single Family,property_images/single_family_images/single_family_40.jpg
5264 Main St,San Jose,CA,95183,2859000,5,4,2329,Single Family,property_images/single_family_images/single_family_41.jpg
5922 Main St,San Jose,CA,95125,803000,5,3,1465,Apartment,property_images/apartment_images/apartment_50.jpg
8816 Main St,San Jose,CA,95127,2883000,2,3,4321,Apartment,property_images/apartment_images/apartment_51.jpg
4287 Main St,San Jose,CA,95190,2104000,2,3,1601,Apartment,property_images/apartment_images/apartment_52.jpg
3496 Main St,San Jose,CA,95120,2633000,3,1,2667,Single Family,property_images/single_family_images/single_family_42.jpg
5883 Main St,San Jose,CA,95153,1372000,4,2,3493,Apartment,property_images/apartment_images/apartment_53.jpg
1386 Main St,San Jose,CA,95157,561000,2,2,4432,Single Family,property_images/single_family_images/single_family_43.jpg
4950 Main St,San Jose,CA,95167,724000,5,3,1775,Apartment,property_images/apartment_images/apartment_54.jpg
7078 Main St,San Jose,CA,95113,2846000,5,3,1601,Single Family,property_images/single_family_images/single_family_44.jpg
860 Main St,San Jose,CA,95144,2233000,6,3,1064,Apartment,property_images/apartment_images/apartment_55.jpg
913 Main St,San Jose,CA,95193,2574000,3,2,1345,Single Family,property_images/single_family_images/single_family_45.jpg
1722 Main St,San Jose,CA,95187,2405000,3,3,2957,Single Family,property_images/single_family_images/single_family_46.jpg
7855 Main St,San Jose,CA,95196,1215000,1,1,2179,Apartment,property_images/apartment_images/apartment_56.jpg
8780 Main St,San Jose,CA,95197,581000,2,2,2727,Single Family,property_images/single_family_images/single_family_47.jpg
1278 Main St,San Jose,CA,95182,2783000,2,3,2014,Single Family,property_images/single_family_images/single_family_48.jpg
7679 Main St,San Jose,CA,95139,1297000,6,3,3643,Single Family,property_images/single_family_images/single_family_49.jpg
981 Main St,San Jose,CA,95111,2211000,3,3,3934,Apartment,property_images/apartment_images/apartment_57.jpg
8059 Main St,San Jose,CA,95189,2847000,2,4,2625,Apartment,property_images/apartment_images/apartment_58.jpg
9850 Main St,San Jose,CA,95186,1654000,4,1,1486,Apartment,property_images/apartment_images/apartment_59.jpg
4465 Main St,San Jose,CA,95186,1135000,1,4,2624,Apartment,property_images/apartment_images/apartment_60.jpg
6797 Main St,San Jose,CA,95166,2124000,2,2,1912,Single Family,property_images/single_family_images/single_family_50.jpg
7487 Main St,San Jose,CA,95140,1387000,1,1,1296,Single Family,property_images/single_family_images/single_family_51.jpg
6118 Main St,San Jose,CA,95111,1880000,4,1,1066,Single Family,property_images/single_family_images/single_family_52.jpg
5133 Main St,San Jose,CA,95178,563000,5,2,1761,Apartment,property_images/apartment_images/apartment_61.jpg
3483 Main St,San Jose,CA,95154,2133000,3,3,3926,Apartment,property_images/apartment_images/apartment_62.jpg
6017 Main St,San Jose,CA,95139,2431000,5,2,2365,Apartment,property_images/apartment_images/apartment_63.jpg
3979 Main St,San Jose,CA,95171,2323000,2,2,1487,Apartment,property_images/apartment_images/apartment_64.jpg
1223 Main St,San Jose,CA,95172,1024000,4,2,2899,Single Family,property_images/single_family_images/single_family_53.jpg
230 Main St,San Jose,CA,95126,533000,4,1,1621,Single Family,property_images/single_family_images/single_family_54.jpg
8338 Main St,San Jose,CA,95184,1321000,6,3,1457,Apartment,property_images/apartment_images/apartment_65.jpg
2789 Main St,San Jose,CA,95142,2910000,1,4,2103,Single Family,property_images/single_family_images/single_family_55.jpg
921 Main St,San Jose,CA,95143,1223000,5,3,3455,Single Family,property_images/single_family_images/single_family_56.jpg
2234 Main St,San Jose,CA,95198,1828000,3,3,2375,Apartment,property_images/apartment_images/apartment_66.jpg
4063 Main St,San Jose,CA,95165,2694000,1,2,1802,Apartment,property_images/apartment_images/apartment_67.jpg
939 Main St,San Jose,CA,95157,971000,5,1,2629,Single Family,property_images/single_family_images/single_family_57.jpg
7521 Main St,San Jose,CA,95152,969000,1,1,2087,Single Family,property_images/single_family_images/single_family_58.jpg
588 Main St,San Jose,CA,95168,2216000,6,4,3657,Apartment,property_images/apartment_images/apartment_68.jpg
8839 Main St,San Jose,CA,95138,1943000,3,1,3051,Single Family,property_images/single_family_images/single_family_59.jpg
4807 Main St,San Jose,CA,95194,1014000,4,4,2585,Apartment,property_images/apartment_images/apartment_69.jpg
9816 Main St,San Jose,CA,95141,2005000,2,1,3392,Apartment,property_images/apartment_images/apartment_70.jpg
4859 Main St,San Jose,CA,95125,1669000,2,3,2937,Apartment,property_images/apartment_images/apartment_71.jpg
6234 Main St,San Jose,CA,95151,2919000,2,2,1572,Apartment,property_images/apartment_images/apartment_72.jpg
2353 Main St,San Jose,CA,95159,1369000,1,1,2255,Single Family,property_images/single_family_images/single_family_60.jpg
7041 Main St,San Jose,CA,95174,1464000,1,2,4889,Apartment,property_images/apartment_images/apartment_73.jpg
9348 Main St,San Jose,CA,95153,725000,3,3,4378,Single Family,property_images/single_family_images/single_family_61.jpg
7356 Main St,San Jose,CA,95110,1419000,1,3,4626,Apartment,property_images/apartment_images/apartment_74.jpg
6071 Main St,San Jose,CA,95192,1460000,6,3,3667,Apartment,property_images/apartment_images/apartment_75.jpg
8723 Main St,San Jose,CA,95120,1442000,4,2,1841,Apartment,property_images/apartment_images/apartment_76.jpg
7457 Main St,San Jose,CA,95150,2542000,6,3,4930,Single Family,property_images/single_family_images/single_family_62.jpg
6824 Main St,San Jose,CA,95141,2868000,1,2,1315,Apartment,property_images/apartment_images/apartment_77.jpg
6278 Main St,San Jose,CA,95176,617000,3,2,1701,Apartment,property_images/apartment_images/apartment_78.jpg
6014 Main St,San Jose,CA,95113,2567000,2,2,3617,Single Family,property_images/single_family_images/single_family_63.jpg
4150 Main St,San Jose,CA,95182,1570000,3,4,1897,Apartment,property_images/apartment_images/apartment_79.jpg
3700 Main St,San Jose,CA,95195,1227000,6,2,1417,Single Family,property_images/single_family_images/single_family_64.jpg
7718 Main St,San Jose,CA,95189,2548000,3,3,4931,Apartment,property_images/apartment_images/apartment_80.jpg
4154 Main St,San Jose,CA,95191,1718000,4,3,4652,Apartment,property_images/apartment_images/apartment_81.jpg
8029 Main St,San Jose,CA,95172,2369000,4,2,3664,Single Family,property_images/single_family_images/single_family_65.jpg
3671 Main St,San Jose,CA,95118,655000,1,1,2050,Single Family,property_images/single_family_images/single_family_66.jpg
8392 Main St,San Jose,CA,95152,1892000,5,4,3116,Apartment,property_images/apartment_images/apartment_82.jpg
1261 Main St,San Jose,CA,95130,2336000,6,1,4619,Apartment,property_images/apartment_images/apartment_83.jpg
992 Main St,San Jose,CA,95196,642000,1,1,3306,Apartment,property_images/apartment_images/apartment_84.jpg
5890 Main St,San Jose,CA,95139,1504000,6,3,4033,Single Family,property_images/single_family_images/single_family_67.jpg
8121 Main St,San Jose,CA,95132,702000,4,2,1137,Apartment,property_images/apartment_images/apartment_85.jpg
4839 Main St,San Jose,CA,95152,2686000,6,1,3729,Single Family,property_images/single_family_images/single_family_68.jpg
6074 Main St,San Jose,CA,95123,1900000,1,2,4763,Single Family,property_images/single_family_images/single_family_69.jpg
9695 Main St,San Jose,CA,95164,733000,1,3,4670,Apartment,property_images/apartment_images/apartment_86.jpg
8207 Main St,San Jose,CA,95152,2933000,3,3,3272,Apartment,property_images/apartment_images/apartment_87.jpg
5952 Main St,San Jose,CA,95179,1280000,5,3,1793,Single Family,property_images/single_family_images/single_family_70.jpg
5546 Main St,San Jose,CA,95170,1029000,5,4,1269,Single Family,property_images/single_family_images/single_family_71.jpg
428 Main St,San Jose,CA,95158,1223000,5,2,4925,Single Family,property_images/single_family_images/single_family_72.jpg
8274 Main St,San Jose,CA,95120,2515000,3,2,3193,Apartment,property_images/apartment_images/apartment_88.jpg
8934 Main St,San Jose,CA,95170,1131000,1,1,4928,Single Family,property_images/single_family_images/single_family_73.jpg
8874 Main St,San Jose,CA,95180,758000,5,1,2495,Single Family,property_images/single_family_images/single_family_74.jpg
7345 Main St,San Jose,CA,95150,1308000,4,4,4487,Single Family,property_images/single_family_images/single_family_75.jpg
8188 Main St,San Jose,CA,95125,2948000,3,2,2352,Single Family,property_images/single_family_images/single_family_76.jpg
4761 Main St,San Jose,CA,95128,1631000,1,1,4564,Apartment,property_images/apartment_images/apartment_89.jpg
175 Main St,San Jose,CA,95193,1103000,4,1,1622,Single Family,property_images/single_family_images/single_family_77.jpg
6289 Main St,San Jose,CA,95114,1373000,3,4,1566,Single Family,property_images/single_family_images/single_family_78.jpg
6358 Main St,San Jose,CA,95193,1408000,1,3,2467,Single Family,property_images/single_family_images/single_family_79.jpg
8639 Main St,San Jose,CA,95132,2377000,6,3,966,Single Family,property_images/single_family_images/single_family_80.jpg
4917 Main St,San Jose,CA,95169,1283000,4,3,1729,Apartment,property_images/apartment_images/apartment_90.jpg
5756 Main St,San Jose,CA,95142,2324000,4,2,998,Single Family,property_images/single_family_images/single_family_81.jpg
8468 Main St,San Jose,CA,95123,658000,4,1,1950,Apartment,property_images/apartment_images/apartment_91.jpg
961 Main St,San Jose,CA,95115,1340000,1,1,3712,Apartment,property_images/apartment_images/apartment_92.jpg
9910 Main St,San Jose,CA,95114,2527000,1,4,3062,Apartment,property_images/apartment_images/apartment_93.jpg
8113 Main St,San Jose,CA,95132,1585000,2,3,4018,Apartment,property_images/apartment_images/apartment_94.jpg
7343 Main St,San Jose,CA,95161,810000,2,3,3153,Apartment,property_images/apartment_images/apartment_95.jpg
8518 Main St,San Jose,CA,95147,2733000,6,2,3357,Apartment,property_images/apartment_images/apartment_96.jpg
3434 Main St,San Jose,CA,95140,1086000,3,4,879,Single Family,property_images/single_family_images/single_family_82.jpg
2930 Main St,San Jose,CA,95119,1004000,6,2,4212,Apartment,property_images/apartment_images/apartment_97.jpg
373 Main St,San Jose,CA,95126,1614000,2,4,2805,Single Family,property_images/single_family_images/single_family_83.jpg
7913 Main St,San Jose,CA,95133,1404000,4,1,1556,Single Family,property_images/single_family_images/single_family_84.jpg
9199 Main St,San Jose,CA,95164,588000,4,2,2025,Single Family,property_images/single_family_images/single_family_85.jpg
3081 Main St,San Jose,CA,95140,2884000,4,3,3433,Single Family,property_images/single_family_images/single_family_86.jpg
7770 Main St,San Jose,CA,95173,2822000,1,2,2591,Apartment,property_images/apartment_images/apartment_98.jpg
214 Main St,San Jose,CA,95168,1640000,1,3,3493,Apartment,property_images/apartment_images/apartment_99.jpg
7411 Main St,San Jose,CA,95136,621000,6,4,889,Single Family,property_images/single_family_images/single_family_87.jpg
9107 Main St,San Jose,CA,95153,2771000,1,1,1078,Apartment,property_images/apartment_images/apartment_100.jpg
9659 Main St,San Jose,CA,95113,2009000,1,3,3428,Single Family,property_images/single_family_images/single_family_88.jpg
5301 Main St,San Jose,CA,95138,2813000,6,3,2815,Single Family,property_images/single_family_images/single_family_89.jpg
3570 Main St,San Jose,CA,95132,800000,3,3,3898,Single Family,property_images/single_family_images/single_family_90.jpg
1945 Main St,San Jose,CA,95137,1896000,4,2,947,Single Family,property_images/single_family_images/single_family_91.jpg
5479 Main St,San Jose,CA,95174,518000,4,3,4552,Single Family,property_images/single_family_images/single_family_92.jpg
3251 Main St,San Jose,CA,95140,2779000,3,4,3165,Single Family,property_images/single_family_images/single_family_93.jpg
4408 Main St,San Jose,CA,95199,1261000,4,1,1416,Apartment,property_images/apartment_images/apartment_101.jpg
705 Main St,San Jose,CA,95169,1925000,1,1,2912,Apartment,property_images/apartment_images/apartment_102.jpg
3841 Main St,San Jose,CA,95168,1352000,6,2,1172,Apartment,property_images/apartment_images/apartment_103.jpg
1199 Main St,San Jose,CA,95182,1360000,4,4,4382,Single Family,property_images/single_family_images/single_family_94.jpg
9741 Main St,San Jose,CA,95165,2229000,5,2,4519,Apartment,property_images/apartment_images/apartment_104.jpg
2723 Main St,San Jose,CA,95152,2911000,5,4,3065,Single Family,property_images/single_family_images/single_family_95.jpg
7521 Main St,San Jose,CA,95185,1642000,3,2,2962,Single Family,property_images/single_family_images/single_family_96.jpg
9133 Main St,San Jose,CA,95174,1334000,3,2,4257,Single Family,property_images/single_family_images/single_family_97.jpg
2123 Main St,San Jose,CA,95163,2694000,3,4,2219,Single Family,property_images/single_family_images/single_family_98.jpg
6062 Main St,San Jose,CA,95188,611000,6,4,3104,Apartment,property_images/apartment_images/apartment_105.jpg
4665 Main St,San Jose,CA,95162,967000,2,2,2209,Apartment,property_images/apartment_images/apartment_106.jpg
5681 Main St,San Jose,CA,95118,1009000,5,3,1899,Apartment,property_images/apartment_images/apartment_107.jpg
787 Main St,San Jose,CA,95194,513000,2,3,3810,Apartment,property_images/apartment_images/apartment_108.jpg
4104 Main St,San Jose,CA,95167,1537000,5,2,2448,Apartment,property_images/apartment_images/apartment_109.jpg
3180 Main St,San Jose,CA,95199,524000,6,4,4028,Apartment,property_images/apartment_images/apartment_110.jpg
821 Main St,San Jose,CA,95157,1017000,6,1,3988,Single Family,property_images/single_family_images/single_family_99.jpg
4169 Main St,San Jose,CA,95158,1854000,3,2,4822,Single Family,property_images/single_family_images/single_family_100.jpg
6741 Main St,San Jose,CA,95159,636000,6,2,5000,Single Family,property_images/single_family_images/single_family_101.jpg
5378 Main St,San Jose,CA,95125,673000,4,1,3875,Single Family,property_images/single_family_images/single_family_102.jpg
6087 Main St,San Jose,CA,95159,2917000,1,1,1839,Single Family,property_images/single_family_images/single_family_103.jpg
6864 Main St,San Jose,CA,95144,1896000,3,1,2584,Single Family,property_images/single_family_images/single_family_104.jpg
4345 Main St,San Jose,CA,95130,2122000,6,3,2157,Single Family,property_images/single_family_images/single_family_105.jpg
594 Main St,San Jose,CA,95114,947000,3,4,2509,Apartment,property_images/apartment_images/apartment_111.jpg
5762 Main St,San Jose,CA,95110,2725000,4,1,3046,Single Family,property_images/single_family_images/single_family_106.jpg
9025 Main St,San Jose,CA,95135,2864000,2,2,2976,Apartment,property_images/apartment_images/apartment_112.jpg
2035 Main St,San Jose,CA,95169,1333000,3,1,4985,Apartment,property_images/apartment_images/apartment_113.jpg
4887 Main St,San Jose,CA,95150,597000,2,3,1384,Apartment,property_images/apartment_images/apartment_114.jpg
6581 Main St,San Jose,CA,95188,1656000,4,2,3550,Single Family,property_images/single_family_images/single_family_107.jpg
717 Main St,San Jose,CA,95176,617000,3,1,1471,Apartment,property_images/apartment_images/apartment_115.jpg
3060 Main St,San Jose,CA,95194,2284000,4,1,829,Single Family,property_images/single_family_images/single_family_108.jpg
5553 Main St,San Jose,CA,95150,676000,2,2,1942,Single Family,property_images/single_family_images/single_family_109.jpg
2772 Main St,San Jose,CA,95127,1195000,2,1,1300,Apartment,property_images/apartment_images/apartment_116.jpg
5459 Main St,San Jose,CA,95119,2891000,2,2,4095,Single Family,property_images/single_family_images/single_family_110.jpg
6747 Main St,San Jose,CA,95118,1648000,1,1,1458,Apartment,property_images/apartment_images/apartment_117.jpg
8786 Main St,San Jose,CA,95112,894000,2,4,3602,Single Family,property_images/single_family_images/single_family_111.jpg
9408 Main St,San Jose,CA,95143,1465000,1,1,1150,Single Family,property_images/single_family_images/single_family_112.jpg
2963 Main St,San Jose,CA,95138,2061000,5,1,3121,Apartment,property_images/apartment_images/apartment_118.jpg
5124 Main St,San Jose,CA,95142,848000,6,2,1512,Single Family,property_images/single_family_images/single_family_113.jpg
3628 Main St,San Jose,CA,95170,2179000,6,4,3765,Single Family,property_images/single_family_images/single_family_114.jpg
878 Main St,San Jose,CA,95124,2980000,3,2,3104,Apartment,property_images/apartment_images/apartment_119.jpg
5380 Main St,San Jose,CA,95179,2492000,1,1,2954,Apartment,property_images/apartment_images/apartment_120.jpg
6978 Main St,San Jose,CA,95155,2756000,1,4,3649,Single Family,property_images/single_family_images/single_family_115.jpg
3905 Main St,San Jose,CA,95168,799000,5,3,4642,Single Family,property_images/single_family_images/single_family_116.jpg
8039 Main St,San Jose,CA,95161,508000,4,1,3693,Single Family,property_images/single_family_images/single_family_117.jpg
3596 Main St,San Jose,CA,95139,2714000,1,1,4941,Single Family,property_images/single_family_images/single_family_118.jpg
9999 Main St,San Jose,CA,95115,2154000,1,1,3474,Apartment,property_images/apartment_images/apartment_121.jpg
4931 Main St,San Jose,CA,95181,1722000,1,4,3802,Single Family,property_images/single_family_images/single_family_119.jpg
4278 Main St,San Jose,CA,95129,586000,4,1,4117,Single Family,property_images/single_family_images/single_family_120.jpg
1571 Main St,San Jose,CA,95190,1153000,4,3,2142,Single Family,property_images/single_family_images/single_family_121.jpg
9742 Main St,San Jose,CA,95172,1817000,1,3,1112,Single Family,property_images/single_family_images/single_family_122.jpg
3025 Main St,San Jose,CA,95153,2832000,2,1,4074,Apartment,property_images/apartment_images/apartment_122.jpg
7474 Main St,San Jose,CA,95128,1333000,3,3,2370,Apartment,property_images/apartment_images/apartment_123.jpg
9269 Main St,San Jose,CA,95198,1294000,1,3,915,Apartment,property_images/apartment_images/apartment_124.jpg
6060 Main St,San Jose,CA,95136,2050000,4,4,1501,Apartment,property_images/apartment_images/apartment_125.jpg
5305 Main St,San Jose,CA,95156,1521000,5,4,2076,Single Family,property_images/single_family_images/single_family_123.jpg
6445 Main St,San Jose,CA,95182,2636000,6,3,3652,Apartment,property_images/apartment_images/apartment_126.jpg
7041 Main St,San Jose,CA,95127,1542000,5,3,1927,Single Family,property_images/single_family_images/single_family_124.jpg
1635 Main St,San Jose,CA,95142,2773000,4,3,4074,Single Family,property_images/single_family_images/single_family_125.jpg
6551 Main St,San Jose,CA,95111,699000,4,1,1490,Apartment,property_images/apartment_images/apartment_127.jpg
3576 Main St,San Jose,CA,95171,1982000,4,2,4462,Single Family,property_images/single_family_images/single_family_126.jpg
277 Main St,San Jose,CA,95187,845000,2,1,812,Single Family,property_images/single_family_images/single_family_127.jpg
8393 Main St,San Jose,CA,95110,1558000,4,2,4097,Apartment,property_images/apartment_images/apartment_128.jpg
659 Main St,San Jose,CA,95115,2685000,4,2,4716,Apartment,property_images/apartment_images/apartment_129.jpg
4660 Main St,San Jose,CA,95144,1773000,3,3,2604,Apartment,property_images/apartment_images/apartment_130.jpg
2179 Main St,San Jose,CA,95179,1855000,6,3,2359,Single Family,property_images/single_family_images/single_family_128.jpg
8439 Main St,San Jose,CA,95116,599000,5,1,1618,Apartment,property_images/apartment_images/apartment_131.jpg
